	HC001B	HC001F	HC001N	HC001T	HC002F	HC002N	HC002T	HC003B	HC003F	HC003N	HC003T	HC003V	HC004B	HC004F	HC004N	HC004T	HC004V	HC005B	HC005F	HC005N	HC005T	HC005V	HC006B	HC006F	HC006N	HC006T	HC006V	HC007B	HC007F	HC007N	HC007T	HC007V	HC008B	HC008F	HC008N	HC008T	HC008V	HC009B	HC009F	HC009N	HC009T	HC009V	HC010B	HC010F	HC010N	HC010T	HC010V	HC011B	HC011F	HC011N	HC011T	HC011V	HC012B	HC012F	HC012N	HC012T	HC012V	HC013B	HC013F	HC013N	HC013T	HC013V	HC014B	HC014F	HC014N	HC014T	HC014V	HC015F	HC015N	HC015T	HC015V	HC016F	HC016N	HC016T	HC016V	HC020B	HC020F	HC020N	HC020T	HC020V	HC021B	HC021F	HC021N	HC021T	HC021V	HC022B	HC022F	HC022N	HC022T	HC022V	HC023B	HC023F	HC023N	HC023T	HC023V	HC024B	HC024F	HC024N	HC024T	HC024V	HC025B	HC025F	HC025N	HC025T	HC025V	HC026B	HC026F	HC026T	HC026V	HC027B	HC027F	HC027N	HC027T	HC027V	HC028B	HC028F	HC028N	HC028T	HC028V	HC029B	HC029F	HC029N	HC029T	HC029V	HC030B	HC030F	HC030N	HC030T	HC030V	HC031B	HC031F	HC031N	HC031T	HC031V	HC032B	HC032F	HC032N	HC032T	HC032V	HC034B	HC034F	HC034N	HC034T	HC034V	HC035B	HC035F	HC035N	HC035T	HC035V	HC036B	HC036F	HC036N	HC036T	HC036V	HC037B	HC037F	HC037N	HC037T	HC037V	HC038B	HC038F	HC038N	HC038T	HC038V	HC039B	HC039F	HC039N	HC039T	HC039V	LC001R	LC002L	LC006R	LC008L	LC009R	LC011R	LC012R	LC014L	LC016R	LC018R	LC020L	LC022R	LC025R	LC029R	LC029V	LC030R	LC030V	LC031R	LC031V	LC033F	LC033N	LC033R	LC033T	LC033V	LC035F	LC035L	LC035N	LC035T	LC035V	LC036F	LC036N	LC036R	LC036T	LC036V	LC038F	LC038L	LC038N	LC038T	LC038V	LC039F	LC039N	LC039R	LC039T	LC039V	LC042F	LC042L	LC042N	LC042T	LC042V	LC043F	LC043L	LC043N	LC043T	LC043V	LC044F	LC044N	LC044R	LC044T	LC044V	LC045F	LC045N	LC045R	LC045T	LC045V	LC048F	LC048N	LC048R	LC048T	LC051L	LC051V	LC052F	LC052N	LC052R	LC052T	LC052V	LC053F	LC053L	LC053N	LC053T	LC053V	LC054F	LC054N	LC054R	LC054T	LC054V	LC058F	LC058N	LC058R	LC058T	LC058V	LC059F	LC059N	LC059R	LC059T	LC059V	LC063F	LC063N	LC063R	LC063T	LC063V	LC064F	LC064N	LC064R	LC064T	LC064V	LC065F	LC065N	LC065R	LC065T	LC065V	LC067F	LC067N	LC067R	LC067T	LC067V	LC068F	LC068L	LC068N	LC068T	LC069F	LC069N	LC069R	LC069T	LC069V	LC072F	LC072N	LC072T	LC074F	LC074N	LC074T	LC075F	LC075N	LC075R	LC075T	LC080F	LC080L	LC080N	LC080T	LC080V	LC081F	LC081N	LC081R	LC081T	LC082F	LC082N	LC082R	LC082T	LC084F	LC084N	LC084R	LC084T	LC084V	LC085F	LC085N	LC085R	LC085T	LC085V	LC086F	LC086N	LC086R	LC086T	LC086V	LC087F	LC087N	LC087R	LC087T	LC087V	LC088F	LC088N	LC088R	LC088T	LC088V	LC089F	LC089L	LC089N	LC089T	LC089V	LC090F	LC090L	LC090N	LC090T	LC091F	LC091N	LC091R	LC091T	LC091V	LC092F	LC092N	LC092R	LC092T	LC092V	LC094F	LC094L	LC094N	LC094T	LC094V	LC095F	LC095N	LC095R	LC095T	LC095V	LC096F	LC096N	LC096R	LC096T	LC096V	LC097F	LC097N	LC097R	LC097T	LC097V	LC098F	LC098L	LC098N	LC098T	LC098V	LC099F	LC099L	LC099N	LC099T	LC099V	LC101F	LC101L	LC101N	LC101T	LC101V	LC102F	LC102N	LC102R	LC102T	LC102V	LC108F	LC108N	LC108R	LC108T	LC108V	LC109F	LC109N	LC109R	LC109T	LC109V	LC110F	LC110N	LC110R	LC110T	LC110V	LC116F	LC116N	LC116R	LC116T	LC116V	LC119F	LC119N	LC119R	LC119T	LC119V	LC120F	LC120N	LC120R	LC120T	LC120V	LC121F	LC121N	LC121R	LC121T	LC121V	LC123F	LC123N	LC123R	LC123T	LC123V
g_Azospirillum sp. 47_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Bacillus	24	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	31	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	16	0	0	0	0	5	0	0	15	16	12	13	16	10	81	19	264	4	0	3	45	5	0	135	0	189	0	0	27	6	0	0	0	66	2	0	0	0	0	3	0	0	0	3	3	0	0	0	0	0	0	0	0	26	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	13	0	0	0	0	0	0	0	271	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	17	26	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	14	0	1	4	0	580	0	0	77	0	164	0	7	0	0	8	0	0	5	0	0	0	0	33	140	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
g_Bacteriovorax	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Bacteroides	0	543	0	3	4706	0	3	0	1110	0	5	1	19	1967	0	0	3	2	208	43	0	0	181	57	0	1	3	264	1374	0	0	0	19	440	26	3	0	68	312	0	4	38	66	995	4	2	13	0	1635	0	0	0	17	926	3	0	0	0	32	0	1	0	5	538	1	16	3	1255	1	0	0	786	0	0	2	3	6	0	1	18	0	20	6	0	8	0	32	1	0	7	0	109	11	0	25	1	62	0	0	9	0	129	2	0	13	0	394	1	14	4	136	0	1	21	0	327	9	0	17	0	37	0	0	11	0	5	16	0	10	0	0	0	0	10	83	2171	8	4	23	11	51	7	0	9	0	271	1	0	2	18	153	7	4	15	0	27	1	2	9	0	888	0	0	4	6	948	0	5	18	15	0	5	34	7	0	0	0	0	0	0	12	5	9	0	3	30	3	0	39	0	61	7	7	491	0	217	2	4	2159	3	1	0	0	2104	0	158	0	2	496	0	0	0	0	663	11	77	0	2	315	2	12	0	6	523	53	0	0	0	159	24	3	0	0	2763	0	59	1	5	0	1339	0	0	9	1	2361	0	3	2	0	1987	0	2	0	0	1054	0	0	0	0	3262	1	8	1	10	1759	4	15	0	0	3082	32	0	0	0	161	4	0	0	0	855	11	0	0	0	2008	6	14	0	1272	3	0	0	0	1322	27	0	37	0	0	208	0	0	0	2247	1	0	0	0	90	0	0	0	2681	22	0	0	361	0	0	0	0	556	0	0	0	0	1087	12	4	0	2	101	0	0	0	0	58	0	10	3	7	1578	119	0	0	0	162	238	0	0	113	0	0	12	1	2858	0	0	14	0	2	0	1	22	0	1134	0	7	32	152	23	1	0	862	0	333	0	0	12	2	8	14	0	16	9	296	4	8	14	5	23	0	0	1	0	719	0	0	0	0	37	0	0	8	0	320	0	0	12	0	1916	3	1	0	3	686	6	0	0	9	2722	1	101	2	21	1662	347	0	0	6	1584	0	0	5	19	608	4	0	11	3
g_Bacteroidia bacterium canine oral taxon 187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	14	0	2	0	0	1	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	4	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
g_Bacteroidia bacterium feline oral taxon 312	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Barnesiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Bartonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	45	3	0	7	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	5	12	6	9	42	4	4	7	77	10	4	0	6	11	48	0	6	7	10	4	48	11	79	69	3	5	5	9	45	5	10	96	14	9	40	1	5	13	6	21	9	5	7	28	2	8	11	39	2	8	3	42	1	14	0	10	34	4	8	7	7	48	4	7	4	2	44	0	6	4	9	4	4	0	0	0	0	30	2	2	9	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Bdelloura candida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Bdellovibrio	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Bergeyella	0	0	0	4	0	0	0	6	0	0	3	12	0	0	0	0	0	5	0	0	0	0	0	0	0	5	13	0	0	0	8	4	0	0	0	12	21	0	0	0	0	0	4	0	2	0	1	17	0	10	7	18	0	0	2	11	16	2	0	0	0	0	376	0	2	90	49	0	4	4	0	0	0	0	7	8	4	0	0	5	3	0	0	2	5	6	0	0	15	9	5	0	0	3	4	8	0	0	2	11	0	0	0	4	9	1	0	0	5	46	0	0	4	0	0	0	0	2	4	6	2	0	2	17	5	0	0	14	24	6	0	0	1	4	10	1	0	4	9	4	3	0	7	8	0	0	0	5	8	0	2	0	3	7	134	0	2	1	32	2	4	0	2	6	8	0	0	2	3	4	0	10	0	0	0	0	11	0	0	11	7	7	7	13	0	9	0	9	0	5	11	6	105	0	0	1	9	63	0	6	1	1	83	0	3	0	0	12	0	0	1	2	0	0	0	0	0	5	0	0	0	0	9	0	0	12	0	16	0	1	12	2	5	0	0	52	4	3	13	0	0	0	3	2	0	0	0	2	3	0	0	0	0	12	0	0	11	11	0	0	0	8	1	14	0	0	25	13	16	0	0	4	7	6	0	0	5	5	10	0	0	4	0	2	0	5	0	0	0	0	1	2	6	0	5	2	0	7	0	0	0	5	0	0	3	0	0	0	0	1	4	1	0	2	1	3	0	0	13	4	11	0	63	19	2	63	0	0	4	0	10	0	3	32	11	4	0	0	34	2	18	0	0	0	3	6	0	0	6	0	0	0	0	0	0	0	0	7	0	3	0	0	0	4	0	0	0	1	0	2	0	0	0	0	21	0	0	0	2	2	0	7	0	13	0	0	7	0	4	27	0	0	0	30	15	0	0	3	6	4	0	0	8	11	8	0	0	13	9	8	0	0	0	0	10	0	0	0	7	8	0	1	16	13	7	0	0	7	4	7	0	0	2	5	13	0	0	0	3	0
g_Bifidobacterium	0	31	0	0	11	0	0	0	267	0	0	0	0	202	1	0	0	0	25	0	0	0	10	18	0	0	0	22	1255	3	5	0	0	28	4	0	0	0	18	0	1	0	0	17	0	4	0	0	129	2	0	0	0	138	0	0	0	0	15	5	0	0	0	20	3	4	0	15	15	0	5	27	4	0	6	0	0	0	0	0	0	9	2	0	0	0	3	2	0	0	0	3	0	0	0	0	5	0	1	0	0	92	3	0	0	0	101	0	0	0	14	4	2	0	0	11	4	0	0	0	0	4	1	0	0	0	0	0	0	0	0	3	2	0	0	31	0	0	0	0	7	0	2	1	0	4	4	2	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	151	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	31	10	0	3	0	31	0	20	0	0	1648	9	0	0	0	31	0	13	1	0	49	0	1	1	1	51	36	0	37	69	191	2	0	0	3	38	0	0	1	2	101	0	0	0	0	9	0	0	4	0	0	14	0	1	7	0	30	0	1	8	0	19	6	0	0	0	466	1	0	0	0	23	0	1	4	0	4	8	0	0	0	10	9	0	0	0	21	1	0	0	0	5	23	0	9	0	11	3	13	2	28	10	0	4	2	2	0	2	11	0	4	80	4	0	0	5	8	3	1	9	0	6	0	3	329	0	0	0	8	4	0	3	5	2	4	0	1	4	61	17	0	0	4	0	0	1	0	6	3	0	7	0	7	82	9	5	0	5	177	3	7	0	14	5	0	0	0	128	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2001	1	0	0	0	4	0	3	0	0	4	0	3	0	0	0	0	5	0	0	2	2	0	0	0	14	0	0	0	0	14	8	0	0	0	0	0	0	0	0	331	3	0	0	0	0	0	0	0	0	0	299	0	2	0	19	0	0	0	0	9	2	0	0	0
g_Bilophila	0	13	0	0	0	0	0	0	22	0	0	0	0	57	0	0	0	0	6	0	0	0	0	19	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	13	0	0	0	0	25	0	0	0	0	15	0	0	0	0	1	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	46	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	10	0	0	0	0	19	0	0	0	0	1	0	0	0	0	3	0	0	0	0	6	0	0	0	7	0	16	0	0	0	0	14	0	0	0	0	9	0	0	0	0	3	0	0	0	0	30	0	0	0	0	8	0	0	0	0	13	0	0	0	0	4	0	0	0	0	3	0	0	0	0	37	0	0	0	12	0	0	0	0	11	0	0	4	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	34	0	0	0	130	0	0	0	0	6	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	10	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	7	0	0	0	0	22	0	0	0	0	0	2	0	0	0	9	0	0	0	0	4	0	0	0	0
